iter	Logloss
285	0.5855330481
286	0.5854572817
287	0.5854053394
288	0.5853631813
289	0.5853116089
290	0.5852260292
291	0.585184769
292	0.5851212069
293	0.5850376413
294	0.5849752499
295	0.5849067915
296	0.5848214954
297	0.5847880935
298	0.5847212957
299	0.5846810536
300	0.5846424144
301	0.5845849683
302	0.5845384447
303	0.5844872832
304	0.5844131136
305	0.5843522723
306	0.5843094984
307	0.584283173
308	0.5842451384
309	0.5842050374
310	0.5841468154
311	0.5840998897
312	0.5840609425
313	0.5840065659
314	0.5839631817
315	0.5838850358
316	0.5838365699
317	0.5837713271
318	0.5836927919
319	0.5836504083
320	0.5836150806
321	0.5835906827
322	0.5835134096
323	0.5834849296
324	0.5834309554
325	0.5833712474
326	0.5833012639
327	0.5832526463
328	0.5832066715
329	0.5831394965
330	0.5830846102
331	0.583038723
332	0.5829956866
333	0.5829250656
334	0.5828796176
335	0.5828152876
336	0.5827499303
337	0.582703031
338	0.5826247785
339	0.582569771
340	0.5825266658
341	0.5824748258
342	0.5824268086
343	0.5823637358
344	0.5823230242
345	0.5822800276
346	0.5822226511
347	0.5821688813
348	0.5821344278
349	0.5820998796
350	0.5820657586
351	0.5819940565
352	0.5819387537
353	0.5818629733
354	0.5818034394
355	0.581733029
356	0.5816624395
357	0.5816289762
358	0.5815847159
359	0.5815361825
360	0.5814791065
361	0.5814240028
362	0.5813877788
363	0.5813615638
364	0.5813056925
365	0.5812412688
366	0.5811556448
367	0.5810651908
368	0.5810014173
369	0.5809645923
370	0.5809365177
371	0.580894749
372	0.5808221857
373	0.5807765143
374	0.5807103386
375	0.5806772791
376	0.5806357384
377	0.5805947782
378	0.5805314581
379	0.5804943658
380	0.580406455
381	0.5803812673
382	0.5803401109
383	0.5803021938
384	0.5802488802
385	0.5802163316
386	0.5801449092
387	0.5800650435
388	0.5799844408
389	0.5799470684
390	0.5799101749
391	0.5798467997
392	0.5797873915
393	0.5797483267
394	0.5797197956
395	0.5796536758
396	0.5795863154
397	0.5795234553
398	0.5794882962
399	0.5794377563
400	0.579391398
401	0.5793362898
402	0.5792882055
403	0.5792511343
404	0.5791962091
405	0.5791585629
406	0.5790864501
407	0.5790310603
408	0.5789687529
409	0.5789302141
410	0.5788706773
411	0.5788511143
412	0.5787926844
413	0.5787362438
414	0.5786593894
415	0.5785904902
416	0.5785342197
417	0.5785059687
418	0.5784383354
419	0.5783582337
420	0.5783122279
421	0.5782823364
422	0.5781795098
423	0.5781230702
424	0.5780538918
425	0.5780104603
426	0.5779745662
427	0.5779063537
428	0.5778489381
429	0.5778218748
430	0.5777960432
431	0.5777628214
432	0.5777340458
433	0.5777009516
434	0.5776641288
435	0.5776304486
436	0.577575063
437	0.5775388026
438	0.577470335
439	0.5774393258
440	0.5774004906
441	0.5773274601
442	0.57729699
443	0.5772394782
444	0.5771936071
445	0.5771498667
446	0.5771095985
447	0.5770801077
448	0.577016425
449	0.5769625843
450	0.5769365321
451	0.5769088039
452	0.5768733961
453	0.5768195453
454	0.5767797473
455	0.5767120054
456	0.5766476854
457	0.5765832955
458	0.576538002
459	0.5764838697
460	0.5764215108
461	0.5763528905
462	0.5762911684
463	0.5762296445
464	0.5761752217
465	0.5761385038
466	0.5760766719
467	0.5760239769
468	0.575969926
469	0.5759203187
470	0.5758453997
471	0.5757770454
472	0.5757366108
473	0.5756867929
474	0.5756293066
475	0.5755727433
476	0.5755107552
477	0.5754356456
478	0.5753797964
479	0.575346568
480	0.5752669902
481	0.5752095109
482	0.5751685127
483	0.5751042164
484	0.575047785
485	0.5750105007
486	0.5749680386
487	0.5749397512
488	0.5749120704
489	0.5748640981
490	0.5748139425
491	0.574773745
492	0.5747097591
493	0.5746854612
494	0.5746210665
495	0.5745667856
496	0.5744995492
497	0.5744481762
498	0.5743994289
499	0.5743372883
500	0.5742920822
501	0.5742402539
502	0.5741788507
503	0.5741141331
504	0.5740889609
505	0.5740326193
506	0.5739538544
507	0.5738944378
508	0.5738498633
509	0.573824199
510	0.5737480719
511	0.5736830635
512	0.573627463
513	0.573583973
514	0.5735255591
515	0.5734913983
516	0.5734456754
517	0.573403477
518	0.5733607685
519	0.5733011827
520	0.5732520629
521	0.5732273383
522	0.5731769688
523	0.5731406855
524	0.5731027835
525	0.573039675
526	0.573006417
527	0.5729782011
528	0.5729245772
529	0.5728716631
530	0.5728344915
531	0.5728158005
532	0.5727855522
533	0.5727299342
534	0.5726763666
535	0.5726185672
536	0.5725850555
537	0.5725502324
538	0.5725094315
539	0.5724569327
540	0.5724109158
541	0.5723613053
542	0.5723294414
543	0.5722967372
544	0.5722601783
545	0.572214083
546	0.5721808046
547	0.5721515283
548	0.5720959628
549	0.5720339712
550	0.5719875691
551	0.5719304442
552	0.5718938909
553	0.5718535443
554	0.571781427
555	0.5717277284
556	0.5716812962
557	0.5716379965
558	0.5715964106
559	0.5715228728
560	0.5714700798
561	0.5714403223
562	0.5713916693
563	0.5713370977
564	0.5712576121
565	0.5712026541
566	0.5711692273
567	0.5711456206
568	0.571117744
569	0.5710727671
570	0.5710422744
571	0.5709764048
572	0.5709392112
573	0.5708915095
574	0.5708330956
575	0.5708074888
576	0.5707635922
577	0.5707412618
578	0.5706797631
579	0.5706133917
580	0.5705871398
581	0.5705470161
582	0.5704826126
583	0.5704163992
584	0.5703589048
585	0.5703090302
586	0.5702811336
587	0.5702265093
588	0.5701658179
589	0.5701259351
590	0.5700883763
591	0.5700538931
592	0.5700134314
593	0.5699495313
594	0.5699167651
595	0.5698425627
596	0.5698024995
597	0.5697412291
598	0.5697103449
599	0.5696507935
600	0.5696115356
601	0.5695760682
602	0.5695250884
603	0.5694865752
604	0.5694437452
605	0.5694023443
606	0.5693642176
607	0.5693243653
608	0.5692965578
609	0.5692617555
610	0.5692142058
611	0.5691828163
612	0.569140261
613	0.5690877422
614	0.5690357198
615	0.5689995397
616	0.5689562442
617	0.5688983998
618	0.568867248
619	0.5688120057
620	0.5687732359
621	0.5687075364
622	0.5686480018
623	0.5685942539
624	0.568555502
625	0.5685191022
626	0.5684694565
627	0.5684437304
628	0.5683896356
629	0.5683387539
630	0.5683090074
631	0.5682579417
632	0.5682315235
633	0.5681626669
634	0.5681407528
635	0.568067697
636	0.5680446589
637	0.568018718
638	0.5679643694
639	0.5679125699
640	0.567891516
641	0.5678523358
642	0.5678011845
643	0.5677633918
644	0.5677331703
645	0.5676849704
646	0.5676412225
647	0.5676190177
648	0.5675710477
649	0.5675300316
650	0.5674823485
651	0.5674242468
652	0.567372147
653	0.5673418549
654	0.5672886958
655	0.5672459865
656	0.5672168963
657	0.5671817796
658	0.5671614394
659	0.5671102034
660	0.5670895509
661	0.567051498
662	0.5670069739
663	0.5669704733
664	0.5669357282
665	0.5669107584
666	0.5668790063
667	0.5668612492
668	0.5668148879
669	0.5667572435
670	0.5667333426
671	0.566716679
672	0.5666940727
673	0.5666557772
674	0.5666123305
675	0.5665842569
676	0.5665364394
677	0.5664890455
678	0.566439652
679	0.5663954893
680	0.5663437337
681	0.5662781935
682	0.5662655189
683	0.5662331458
684	0.5662026639
685	0.56616712
686	0.5661068982
687	0.5660786598
688	0.5660284958
689	0.565998073
690	0.5659497284
691	0.5658920519
692	0.5658443361
693	0.5657980243
694	0.5657732281
695	0.5657320753
696	0.565697689
697	0.5656382042
698	0.565579999
699	0.5655299525
700	0.5654715915
701	0.5654430594
702	0.5654084328
703	0.5653799292
704	0.5653553806
705	0.5653109265
706	0.565269594
707	0.5652151264
708	0.5651688259
709	0.5651432212
710	0.5650940598
711	0.5650595374
712	0.5650250905
713	0.5649994964
714	0.564975117
715	0.5649466035
716	0.5649190112
717	0.5648894641
718	0.5648386165
719	0.5647929756
720	0.5647578396
721	0.5646899002
722	0.5646553431
723	0.564621698
724	0.5645982359
725	0.5645731479
726	0.5645354838
727	0.5644778605
728	0.564442104
729	0.5643947689
730	0.564355054
731	0.5643322182
732	0.5642884152
733	0.5642340146
734	0.5641964139
735	0.5641635835
736	0.5641420161
737	0.5641113589
738	0.5640860638
739	0.564050503
740	0.5639940803
741	0.5639477589
742	0.5639135012
743	0.5638818838
744	0.5638556294
745	0.5638125019
746	0.5637622611
747	0.5637222227
748	0.5636794449
749	0.563647016
750	0.5636302296
751	0.5635739316
752	0.5635422323
753	0.5635252674
754	0.5634945879
755	0.5634550203
756	0.5634108797
757	0.5633575543
758	0.5633300436
759	0.5632779308
760	0.5632488537
761	0.5632288266
762	0.5632049645
763	0.5631761944
764	0.5631251536
765	0.5630513959
766	0.5630167686
767	0.562964612
768	0.5629245073
769	0.5629022589
770	0.5628584082
771	0.5628285498
772	0.5627781613
773	0.5627233567
774	0.562665361
775	0.5626278
776	0.5626008623
777	0.5625594132
778	0.5625329789
779	0.562509669
780	0.5624557401
781	0.562427463
782	0.5624065968
783	0.5623617266
784	0.5623230996
785	0.5622910602
786	0.5622521102
787	0.5622280838
788	0.5621765365
789	0.562123289
790	0.5620956981
791	0.5620793464
792	0.5620625836
793	0.5620375071
794	0.562005894
795	0.561973057
796	0.5619347598
797	0.5618995128
798	0.5618616315
799	0.5618384576
800	0.5617994762
801	0.561737458
802	0.5616748801
803	0.5616138697
804	0.5615520756
805	0.5615350501
806	0.5615043921
807	0.5614717031
808	0.5614214904
809	0.5614061505
810	0.5613586631
811	0.5613078963
812	0.5612695622
813	0.5612189834
814	0.5611909847
815	0.5611505241
816	0.5611310322
817	0.5610714886
818	0.5610369594
819	0.5610232396
820	0.560986391
821	0.5609404291
822	0.5609027011
823	0.5608749327
824	0.5608374019
825	0.5608130409
826	0.5607846656
827	0.5607541199
828	0.5607007717
829	0.5606412692
830	0.5606159649
831	0.5605812321
832	0.5605484027
833	0.5605023676
834	0.5604420606
835	0.5604069259
836	0.5603741966
837	0.5603463453
838	0.5603098551
839	0.5602778522
840	0.5602082103
841	0.5601855247
842	0.5601558095
843	0.5601143798
844	0.5600611431
845	0.560020466
846	0.5599562871
847	0.5599353816
848	0.5598502619
849	0.5598317404
850	0.5598032442
851	0.5597651793
852	0.5596978667
853	0.5596796761
854	0.5596552765
855	0.5596084936
856	0.5595711233
857	0.5595140929
858	0.5594491526
859	0.5594193459
860	0.5593779967
861	0.5593297135
862	0.5592930381
863	0.5592441138
864	0.559184161
865	0.5591590338
866	0.5591190229
867	0.5590771126
868	0.5590401789
869	0.5590019449
870	0.5589564524
871	0.5589234369
872	0.5588835068
873	0.5588270438
874	0.5587732638
875	0.5587173747
876	0.5586739147
877	0.5586504165
878	0.558607381
879	0.5585851957
880	0.5585418319
881	0.558467805
882	0.5584369966
883	0.5584031838
884	0.5583756727
885	0.5583520926
886	0.5583097879
887	0.5582857457
888	0.5582722146
889	0.5582400322
890	0.5581936359
891	0.558142416
892	0.5580807747
893	0.5580325078
894	0.5579664673
895	0.5579428545
896	0.557913902
897	0.557876979
898	0.557841838
899	0.5578161261
900	0.5577664573
901	0.5577119272
902	0.5576782072
903	0.5576434001
904	0.5576065152
905	0.5575713147
906	0.5575234862
907	0.5574771625
908	0.5574199209
909	0.5573983085
910	0.5573421885
911	0.5572939006
912	0.5572380654
913	0.5572127743
914	0.5571839896
915	0.5571464934
916	0.5570780906
917	0.5570255462
918	0.55698001
919	0.5569337686
920	0.5568766748
921	0.5568254047
922	0.5567627513
923	0.556731044
924	0.5566995763
925	0.5566600831
926	0.5566491888
927	0.556582968
928	0.5565269551
929	0.5564747689
930	0.5564506952
931	0.5564064528
932	0.5563510791
933	0.5562871183
934	0.5562314859
935	0.5561749299
936	0.5561433066
937	0.5560916127
938	0.5560377963
939	0.5559957172
940	0.5559702531
941	0.5559477873
942	0.5558841469
943	0.555850135
944	0.5558068036
945	0.5557868211
946	0.5557452784
947	0.5557203445
948	0.5556876983
949	0.5556614146
950	0.5556352503
951	0.5555701522
952	0.5555274623
953	0.5555024758
954	0.5554673213
955	0.5554340062
956	0.5554094746
957	0.5553606948
958	0.5553381043
959	0.5553053461
960	0.5552611039
961	0.5552276969
962	0.555193147
963	0.5551633168
964	0.5551267012
965	0.5550725565
966	0.5550423499
967	0.5550113383
968	0.5549670662
969	0.554934624
970	0.5549137463
971	0.554882365
972	0.554860725
973	0.5548327533
974	0.5547744818
975	0.5547248102
976	0.5547005479
977	0.5546751266
978	0.554640427
979	0.5545808593
980	0.5545576212
981	0.5545192372
982	0.5544893757
983	0.5544603327
984	0.5544189165
985	0.5543961806
986	0.554371776
987	0.5543398383
988	0.5542781301
989	0.5542228152
990	0.554180808
991	0.5541430508
992	0.554110655
993	0.5540686728
994	0.5540396037
995	0.5540246961
996	0.5539873536
997	0.5539432604
998	0.553930902
999	0.5538911098
